Source,Target,Weight
English Brown Ale,English Brown Ale,14
Euro Pale Lager,English Brown Ale,0
Munich Helles Lager,English Brown Ale,0
Märzen / Oktoberfest,English Brown Ale,0
Extra Special / Strong Bitter,English Brown Ale,1
Saison / Farmhouse Ale,English Brown Ale,0
Belgian Strong Pale Ale,English Brown Ale,0
Flanders Red Ale,English Brown Ale,0
Foreign / Export Stout,English Brown Ale,0
Hefeweizen,English Brown Ale,0
American Stout,English Brown Ale,0
Herbed / Spiced Beer,English Brown Ale,0
American Porter,English Brown Ale,1
California Common / Steam Beer,English Brown Ale,0
American Strong Ale,English Brown Ale,0
American Pale Ale (APA),English Brown Ale,0
Witbier,English Brown Ale,0
English Barleywine,English Brown Ale,0
Pumpkin Ale,English Brown Ale,0
Japanese Rice Lager,English Brown Ale,0
Cream Ale,English Brown Ale,0
Fruit / Vegetable Beer,English Brown Ale,0
Gose,English Brown Ale,0
American Brown Ale,English Brown Ale,0
American Barleywine,English Brown Ale,0
American Pale Wheat Ale,English Brown Ale,0
Rye Beer,English Brown Ale,0
American Amber / Red Ale,English Brown Ale,0
Belgian IPA,English Brown Ale,0
German Pilsener,English Brown Ale,0
Oatmeal Stout,English Brown Ale,0
Bock,English Brown Ale,0
English India Pale Ale (IPA),English Brown Ale,0
Lambic - Fruit,English Brown Ale,0
Dubbel,English Brown Ale,0
Belgian Dark Ale,English Brown Ale,0
Bière de Garde,English Brown Ale,0
Baltic Porter,English Brown Ale,0
Russian Imperial Stout,English Brown Ale,0
American Blonde Ale,English Brown Ale,0
Tripel,English Brown Ale,0
Flanders Oud Bruin,English Brown Ale,0
English Stout,English Brown Ale,0
Quadrupel (Quad),English Brown Ale,0
Milk / Sweet Stout,English Brown Ale,0
Winter Warmer,English Brown Ale,0
Vienna Lager,English Brown Ale,0
Irish Red Ale,English Brown Ale,0
American Adjunct Lager,English Brown Ale,0
English Bitter,English Brown Ale,0
Schwarzbier,English Brown Ale,0
Belgian Strong Dark Ale,English Brown Ale,0
Belgian Pale Ale,English Brown Ale,0
Scottish Ale,English Brown Ale,0
Light Lager,English Brown Ale,0
American Amber / Red Lager,English Brown Ale,0
American Pale Lager,English Brown Ale,0
Dortmunder / Export Lager,English Brown Ale,0
Altbier,English Brown Ale,0
Berliner Weissbier,English Brown Ale,0
English Porter,English Brown Ale,0
Maibock / Helles Bock,English Brown Ale,0
Irish Dry Stout,English Brown Ale,0
Keller Bier / Zwickel Bier,English Brown Ale,0
English Strong Ale,English Brown Ale,0
Wheatwine,English Brown Ale,0
English Pale Ale,English Brown Ale,0
Bière de Champagne / Bière B,English Brown Ale,0
Czech Pilsener,English Brown Ale,0
American Wild Ale,English Brown Ale,0
Doppelbock,English Brown Ale,0
Dunkelweizen,English Brown Ale,0
Gueuze,English Brown Ale,0
Eisbock,English Brown Ale,0
Euro Strong Lager,English Brown Ale,0
Scottish Gruit / Ancient Herbe,English Brown Ale,0
Lambic - Unblended,English Brown Ale,0
Munich Dunkel Lager,English Brown Ale,0
Roggenbier,English Brown Ale,0
Faro,English Brown Ale,0
Kölsch,English Brown Ale,0
American Dark Wheat Ale,English Brown Ale,0
Sahti,English Brown Ale,0
Smoked Beer,English Brown Ale,0
Euro Dark Lager,English Brown Ale,0
Weizenbock,English Brown Ale,0
American Black Ale,Euro Pale Lager,0
American Double / Imperial IPA,Euro Pale Lager,0
American Double / Imperial Pil,Euro Pale Lager,0
American IPA,Euro Pale Lager,0
American Double / Imperial Sto,Euro Pale Lager,0
Scotch Ale / Wee Heavy,Euro Pale Lager,0
Old Ale,Euro Pale Lager,0
English Brown Ale,Euro Pale Lager,0
Euro Pale Lager,Euro Pale Lager,6
Munich Helles Lager,Euro Pale Lager,0
Märzen / Oktoberfest,Euro Pale Lager,0
Extra Special / Strong Bitter,Euro Pale Lager,0
Saison / Farmhouse Ale,Euro Pale Lager,0
Belgian Strong Pale Ale,Euro Pale Lager,0
Flanders Red Ale,Euro Pale Lager,0
Foreign / Export Stout,Euro Pale Lager,0
Hefeweizen,Euro Pale Lager,0
American Stout,Euro Pale Lager,0
Herbed / Spiced Beer,Euro Pale Lager,0
American Porter,Euro Pale Lager,0
California Common / Steam Beer,Euro Pale Lager,0
American Strong Ale,Euro Pale Lager,0
American Pale Ale (APA),Euro Pale Lager,1
Witbier,Euro Pale Lager,0
English Barleywine,Euro Pale Lager,0
Pumpkin Ale,Euro Pale Lager,0
Japanese Rice Lager,Euro Pale Lager,0
Cream Ale,Euro Pale Lager,0
Fruit / Vegetable Beer,Euro Pale Lager,0
Gose,Euro Pale Lager,0
American Brown Ale,Euro Pale Lager,0
American Barleywine,Euro Pale Lager,0
American Pale Wheat Ale,Euro Pale Lager,0
Rye Beer,Euro Pale Lager,0
American Amber / Red Ale,Euro Pale Lager,0
Belgian IPA,Euro Pale Lager,0
German Pilsener,Euro Pale Lager,0
Oatmeal Stout,Euro Pale Lager,0
Bock,Euro Pale Lager,0
English India Pale Ale (IPA),Euro Pale Lager,0
Lambic - Fruit,Euro Pale Lager,0
Dubbel,Euro Pale Lager,0
Belgian Dark Ale,Euro Pale Lager,0
Bière de Garde,Euro Pale Lager,0
Baltic Porter,Euro Pale Lager,0
Russian Imperial Stout,Euro Pale Lager,0
American Blonde Ale,Euro Pale Lager,0
Tripel,Euro Pale Lager,0
Flanders Oud Bruin,Euro Pale Lager,0
English Stout,Euro Pale Lager,0
Quadrupel (Quad),Euro Pale Lager,0
Milk / Sweet Stout,Euro Pale Lager,0
Winter Warmer,Euro Pale Lager,0
Vienna Lager,Euro Pale Lager,0
Irish Red Ale,Euro Pale Lager,0
American Adjunct Lager,Euro Pale Lager,0
English Bitter,Euro Pale Lager,0
Schwarzbier,Euro Pale Lager,0
Belgian Strong Dark Ale,Euro Pale Lager,0
Belgian Pale Ale,Euro Pale Lager,0
Scottish Ale,Euro Pale Lager,0
Light Lager,Euro Pale Lager,0
American Amber / Red Lager,Euro Pale Lager,0
American Pale Lager,Euro Pale Lager,0
Dortmunder / Export Lager,Euro Pale Lager,0
Altbier,Euro Pale Lager,0
Berliner Weissbier,Euro Pale Lager,0
English Porter,Euro Pale Lager,0
Maibock / Helles Bock,Euro Pale Lager,0
Irish Dry Stout,Euro Pale Lager,0
Keller Bier / Zwickel Bier,Euro Pale Lager,0
English Strong Ale,Euro Pale Lager,0
Wheatwine,Euro Pale Lager,0
English Pale Ale,Euro Pale Lager,0
Bière de Champagne / Bière B,Euro Pale Lager,0
Czech Pilsener,Euro Pale Lager,0
American Wild Ale,Euro Pale Lager,0
Doppelbock,Euro Pale Lager,0
Dunkelweizen,Euro Pale Lager,0
Gueuze,Euro Pale Lager,0
Eisbock,Euro Pale Lager,0
Euro Strong Lager,Euro Pale Lager,0
Scottish Gruit / Ancient Herbe,Euro Pale Lager,0
Lambic - Unblended,Euro Pale Lager,0
Munich Dunkel Lager,Euro Pale Lager,0
Roggenbier,Euro Pale Lager,0
Faro,Euro Pale Lager,0
Kölsch,Euro Pale Lager,0
American Dark Wheat Ale,Euro Pale Lager,0
Sahti,Euro Pale Lager,0
Smoked Beer,Euro Pale Lager,0
Euro Dark Lager,Euro Pale Lager,0
Weizenbock,Euro Pale Lager,0
American Black Ale,Munich Helles Lager,0
American Double / Imperial IPA,Munich Helles Lager,0
American Double / Imperial Pil,Munich Helles Lager,0
American IPA,Munich Helles Lager,0
American Double / Imperial Sto,Munich Helles Lager,0
Scotch Ale / Wee Heavy,Munich Helles Lager,0
Old Ale,Munich Helles Lager,0
English Brown Ale,Munich Helles Lager,0
Euro Pale Lager,Munich Helles Lager,0
Munich Helles Lager,Munich Helles Lager,3
Märzen / Oktoberfest,Munich Helles Lager,0
Extra Special / Strong Bitter,Munich Helles Lager,0
Saison / Farmhouse Ale,Munich Helles Lager,0
Belgian Strong Pale Ale,Munich Helles Lager,0
Flanders Red Ale,Munich Helles Lager,0
Foreign / Export Stout,Munich Helles Lager,0
Hefeweizen,Munich Helles Lager,0
American Stout,Munich Helles Lager,0
Herbed / Spiced Beer,Munich Helles Lager,0
American Porter,Munich Helles Lager,0
California Common / Steam Beer,Munich Helles Lager,0
American Strong Ale,Munich Helles Lager,0
American Pale Ale (APA),Munich Helles Lager,0
Witbier,Munich Helles Lager,0
English Barleywine,Munich Helles Lager,0
Pumpkin Ale,Munich Helles Lager,0
Japanese Rice Lager,Munich Helles Lager,0
Cream Ale,Munich Helles Lager,0
Fruit / Vegetable Beer,Munich Helles Lager,0
Gose,Munich Helles Lager,0
American Brown Ale,Munich Helles Lager,0
American Barleywine,Munich Helles Lager,0
American Pale Wheat Ale,Munich Helles Lager,0
Rye Beer,Munich Helles Lager,0
American Amber / Red Ale,Munich Helles Lager,0
Belgian IPA,Munich Helles Lager,0
German Pilsener,Munich Helles Lager,0
Oatmeal Stout,Munich Helles Lager,0
Bock,Munich Helles Lager,0
English India Pale Ale (IPA),Munich Helles Lager,0
Lambic - Fruit,Munich Helles Lager,0
Dubbel,Munich Helles Lager,0
Belgian Dark Ale,Munich Helles Lager,0
Bière de Garde,Munich Helles Lager,0
Baltic Porter,Munich Helles Lager,0
Russian Imperial Stout,Munich Helles Lager,0
American Blonde Ale,Munich Helles Lager,0
Tripel,Munich Helles Lager,0
Flanders Oud Bruin,Munich Helles Lager,0
English Stout,Munich Helles Lager,0
Quadrupel (Quad),Munich Helles Lager,0
Milk / Sweet Stout,Munich Helles Lager,0
Winter Warmer,Munich Helles Lager,0
Vienna Lager,Munich Helles Lager,0
Irish Red Ale,Munich Helles Lager,0
American Adjunct Lager,Munich Helles Lager,0
English Bitter,Munich Helles Lager,0
Schwarzbier,Munich Helles Lager,0
Belgian Strong Dark Ale,Munich Helles Lager,0
Belgian Pale Ale,Munich Helles Lager,0
Scottish Ale,Munich Helles Lager,0
Light Lager,Munich Helles Lager,0
American Amber / Red Lager,Munich Helles Lager,0
American Pale Lager,Munich Helles Lager,0
Dortmunder / Export Lager,Munich Helles Lager,0
Altbier,Munich Helles Lager,0
Berliner Weissbier,Munich Helles Lager,0
English Porter,Munich Helles Lager,0
Maibock / Helles Bock,Munich Helles Lager,0
Irish Dry Stout,Munich Helles Lager,0
Keller Bier / Zwickel Bier,Munich Helles Lager,0
English Strong Ale,Munich Helles Lager,0
Wheatwine,Munich Helles Lager,0
English Pale Ale,Munich Helles Lager,0
Bière de Champagne / Bière B,Munich Helles Lager,0
Czech Pilsener,Munich Helles Lager,0
American Wild Ale,Munich Helles Lager,1
Doppelbock,Munich Helles Lager,0
Dunkelweizen,Munich Helles Lager,0
Gueuze,Munich Helles Lager,0
Eisbock,Munich Helles Lager,0
Euro Strong Lager,Munich Helles Lager,0
Scottish Gruit / Ancient Herbe,Munich Helles Lager,0
Lambic - Unblended,Munich Helles Lager,0
Munich Dunkel Lager,Munich Helles Lager,0
Roggenbier,Munich Helles Lager,0
Faro,Munich Helles Lager,0
Kölsch,Munich Helles Lager,0
American Dark Wheat Ale,Munich Helles Lager,0
Sahti,Munich Helles Lager,0
Smoked Beer,Munich Helles Lager,0
Euro Dark Lager,Munich Helles Lager,0
Weizenbock,Munich Helles Lager,0
American Black Ale,Märzen / Oktoberfest,0
American Double / Imperial IPA,Märzen / Oktoberfest,0
American Double / Imperial Pil,Märzen / Oktoberfest,0
American IPA,Märzen / Oktoberfest,0
American Double / Imperial Sto,Märzen / Oktoberfest,0
Scotch Ale / Wee Heavy,Märzen / Oktoberfest,0
Old Ale,Märzen / Oktoberfest,1
English Brown Ale,Märzen / Oktoberfest,0
Euro Pale Lager,Märzen / Oktoberfest,0
Munich Helles Lager,Märzen / Oktoberfest,0
Märzen / Oktoberfest,Märzen / Oktoberfest,7
Extra Special / Strong Bitter,Märzen / Oktoberfest,0
Saison / Farmhouse Ale,Märzen / Oktoberfest,0
Belgian Strong Pale Ale,Märzen / Oktoberfest,1
Flanders Red Ale,Märzen / Oktoberfest,0
Foreign / Export Stout,Märzen / Oktoberfest,0
Hefeweizen,Märzen / Oktoberfest,0
American Stout,Märzen / Oktoberfest,0
Herbed / Spiced Beer,Märzen / Oktoberfest,0
American Porter,Märzen / Oktoberfest,0
California Common / Steam Beer,Märzen / Oktoberfest,0
American Strong Ale,Märzen / Oktoberfest,0
American Pale Ale (APA),Märzen / Oktoberfest,0
Witbier,Märzen / Oktoberfest,0
English Barleywine,Märzen / Oktoberfest,0
Pumpkin Ale,Märzen / Oktoberfest,0
Japanese Rice Lager,Märzen / Oktoberfest,0
Cream Ale,Märzen / Oktoberfest,0
Fruit / Vegetable Beer,Märzen / Oktoberfest,0
Gose,Märzen / Oktoberfest,0
American Brown Ale,Märzen / Oktoberfest,0
American Barleywine,Märzen / Oktoberfest,0
American Pale Wheat Ale,Märzen / Oktoberfest,0
Rye Beer,Märzen / Oktoberfest,0
American Amber / Red Ale,Märzen / Oktoberfest,0
Belgian IPA,Märzen / Oktoberfest,0
German Pilsener,Märzen / Oktoberfest,0
Oatmeal Stout,Märzen / Oktoberfest,0
Bock,Märzen / Oktoberfest,0
English India Pale Ale (IPA),Märzen / Oktoberfest,0
Lambic - Fruit,Märzen / Oktoberfest,0
Dubbel,Märzen / Oktoberfest,0
Belgian Dark Ale,Märzen / Oktoberfest,1
Bière de Garde,Märzen / Oktoberfest,0
Baltic Porter,Märzen / Oktoberfest,0
Russian Imperial Stout,Märzen / Oktoberfest,1
American Blonde Ale,Märzen / Oktoberfest,1
Tripel,Märzen / Oktoberfest,0
Flanders Oud Bruin,Märzen / Oktoberfest,0
English Stout,Märzen / Oktoberfest,0
Quadrupel (Quad),Märzen / Oktoberfest,0
Milk / Sweet Stout,Märzen / Oktoberfest,0
Winter Warmer,Märzen / Oktoberfest,0
Vienna Lager,Märzen / Oktoberfest,0
Irish Red Ale,Märzen / Oktoberfest,0
American Adjunct Lager,Märzen / Oktoberfest,0
English Bitter,Märzen / Oktoberfest,0
Schwarzbier,Märzen / Oktoberfest,0
Belgian Strong Dark Ale,Märzen / Oktoberfest,0
Belgian Pale Ale,Märzen / Oktoberfest,0
Scottish Ale,Märzen / Oktoberfest,0
Light Lager,Märzen / Oktoberfest,0
American Amber / Red Lager,Märzen / Oktoberfest,0
American Pale Lager,Märzen / Oktoberfest,0
Dortmunder / Export Lager,Märzen / Oktoberfest,0
Altbier,Märzen / Oktoberfest,0
Berliner Weissbier,Märzen / Oktoberfest,0
English Porter,Märzen / Oktoberfest,0
Maibock / Helles Bock,Märzen / Oktoberfest,0
Irish Dry Stout,Märzen / Oktoberfest,0
Keller Bier / Zwickel Bier,Märzen / Oktoberfest,0
English Strong Ale,Märzen / Oktoberfest,0
Wheatwine,Märzen / Oktoberfest,0
English Pale Ale,Märzen / Oktoberfest,0
Bière de Champagne / Bière B,Märzen / Oktoberfest,0
Czech Pilsener,Märzen / Oktoberfest,0
American Wild Ale,Märzen / Oktoberfest,0
Doppelbock,Märzen / Oktoberfest,0
Dunkelweizen,Märzen / Oktoberfest,0
Gueuze,Märzen / Oktoberfest,0
Eisbock,Märzen / Oktoberfest,0
Euro Strong Lager,Märzen / Oktoberfest,0
Scottish Gruit / Ancient Herbe,Märzen / Oktoberfest,0
Lambic - Unblended,Märzen / Oktoberfest,0
Munich Dunkel Lager,Märzen / Oktoberfest,0
Roggenbier,Märzen / Oktoberfest,0
Faro,Märzen / Oktoberfest,0
Kölsch,Märzen / Oktoberfest,0
American Dark Wheat Ale,Märzen / Oktoberfest,0
Sahti,Märzen / Oktoberfest,0
Smoked Beer,Märzen / Oktoberfest,0
Euro Dark Lager,Märzen / Oktoberfest,0
Weizenbock,Märzen / Oktoberfest,0
American Black Ale,Extra Special / Strong Bitter,0
American Double / Imperial IPA,Extra Special / Strong Bitter,0
American Double / Imperial Pil,Extra Special / Strong Bitter,0
American IPA,Extra Special / Strong Bitter,0
American Double / Imperial Sto,Extra Special / Strong Bitter,0
Scotch Ale / Wee Heavy,Extra Special / Strong Bitter,0
Old Ale,Extra Special / Strong Bitter,0
English Brown Ale,Extra Special / Strong Bitter,1
Euro Pale Lager,Extra Special / Strong Bitter,0
Munich Helles Lager,Extra Special / Strong Bitter,0
Märzen / Oktoberfest,Extra Special / Strong Bitter,0
Extra Special / Strong Bitter,Extra Special / Strong Bitter,9
Saison / Farmhouse Ale,Extra Special / Strong Bitter,0
Belgian Strong Pale Ale,Extra Special / Strong Bitter,0
Flanders Red Ale,Extra Special / Strong Bitter,0
Foreign / Export Stout,Extra Special / Strong Bitter,0
Hefeweizen,Extra Special / Strong Bitter,0
American Stout,Extra Special / Strong Bitter,0
Herbed / Spiced Beer,Extra Special / Strong Bitter,0
American Porter,Extra Special / Strong Bitter,0
California Common / Steam Beer,Extra Special / Strong Bitter,0
American Strong Ale,Extra Special / Strong Bitter,0
American Pale Ale (APA),Extra Special / Strong Bitter,0
Witbier,Extra Special / Strong Bitter,0
English Barleywine,Extra Special / Strong Bitter,0
Pumpkin Ale,Extra Special / Strong Bitter,0
Japanese Rice Lager,Extra Special / Strong Bitter,0
Cream Ale,Extra Special / Strong Bitter,0
Fruit / Vegetable Beer,Extra Special / Strong Bitter,0
Gose,Extra Special / Strong Bitter,0
American Brown Ale,Extra Special / Strong Bitter,0
American Barleywine,Extra Special / Strong Bitter,0
American Pale Wheat Ale,Extra Special / Strong Bitter,0
Rye Beer,Extra Special / Strong Bitter,0
American Amber / Red Ale,Extra Special / Strong Bitter,0
Belgian IPA,Extra Special / Strong Bitter,0
German Pilsener,Extra Special / Strong Bitter,0
Oatmeal Stout,Extra Special / Strong Bitter,0
Bock,Extra Special / Strong Bitter,0
English India Pale Ale (IPA),Extra Special / Strong Bitter,0
Lambic - Fruit,Extra Special / Strong Bitter,0
Dubbel,Extra Special / Strong Bitter,0
Belgian Dark Ale,Extra Special / Strong Bitter,1
Bière de Garde,Extra Special / Strong Bitter,0
Baltic Porter,Extra Special / Strong Bitter,0
Russian Imperial Stout,Extra Special / Strong Bitter,0
American Blonde Ale,Extra Special / Strong Bitter,0
Tripel,Extra Special / Strong Bitter,0
Flanders Oud Bruin,Extra Special / Strong Bitter,1
English Stout,Extra Special / Strong Bitter,0
Quadrupel (Quad),Extra Special / Strong Bitter,0
Milk / Sweet Stout,Extra Special / Strong Bitter,0
Winter Warmer,Extra Special / Strong Bitter,0
Vienna Lager,Extra Special / Strong Bitter,0
Irish Red Ale,Extra Special / Strong Bitter,0
American Adjunct Lager,Extra Special / Strong Bitter,0
English Bitter,Extra Special / Strong Bitter,0
Schwarzbier,Extra Special / Strong Bitter,0
Belgian Strong Dark Ale,Extra Special / Strong Bitter,0
Belgian Pale Ale,Extra Special / Strong Bitter,0
Scottish Ale,Extra Special / Strong Bitter,0
Light Lager,Extra Special / Strong Bitter,0
American Amber / Red Lager,Extra Special / Strong Bitter,0
American Pale Lager,Extra Special / Strong Bitter,0
Dortmunder / Export Lager,Extra Special / Strong Bitter,0
Altbier,Extra Special / Strong Bitter,0
Berliner Weissbier,Extra Special / Strong Bitter,0
English Porter,Extra Special / Strong Bitter,0
Maibock / Helles Bock,Extra Special / Strong Bitter,0
Irish Dry Stout,Extra Special / Strong Bitter,0
Keller Bier / Zwickel Bier,Extra Special / Strong Bitter,0
English Strong Ale,Extra Special / Strong Bitter,0
Wheatwine,Extra Special / Strong Bitter,0
